author,ID,citation,title,year,source,doi,link,remarks
Gielis C.,2875,"Gielis C., 2010, Order Lepidoptera, family Choreutidae. – In: A. van Harten (Ed.) Arthropod Fauna of the UAE. vol 3 issue  pages 552–553","Order Lepidoptera, family Choreutidae. – In: A. van Harten (Ed.) Arthropod Fauna of the UAE.",2010,,,,
Fletcher T. B.,2876,"Fletcher T. B., 1933, Life-histories of Indian Microlepidoptera (second series). vol 4 issue  pages 1–85, pls 1–77",Life-histories of Indian Microlepidoptera (second series).,1933,,,,
Tams W. H. T.,2994,"Tams W. H. T., 1935c, A new African species of Opisthodontia (Lep., Lasiocampidae). vol 4 issue 8 pages 192","A new African species of Opisthodontia (Lep., Lasiocampidae).",1935,,,,
Asselbergs J. E. F.,2877,"Asselbergs J. E. F., 2010, Order Lepidoptera, superfamily Pyraloidea (part 2). – In: A. van Harte (Ed.) Arthropod Fauna of the UAE. vol 3 issue  pages 544–563","Order Lepidoptera, superfamily Pyraloidea (part 2). – In: A. van Harte (Ed.) Arthropod Fauna of the UAE.",2010,,,,
Dumont C.,2878,"Dumont C., 1932, Les Lépidoptères des gommiers du Nord de l'Afrique. vol 1932 issue  pages 689–719",Les Lépidoptères des gommiers du Nord de l'Afrique.,1932,,,,
Rebel H.,2879,"Rebel H., 1903b, Eine Heteroceren-Ausbeute aus der Sahara. II. vol 53 issue  pages 404–415",Eine Heteroceren-Ausbeute aus der Sahara. II.,1903,,,https://www.biodiversitylibrary.org/page/13743146,
Butler A. G.,2880,"Butler A. G., 1881b, On the Lepidoptera collected in Socotra by Prof. I. B. Balfour. vol 1881 issue 1 pages 175–180, pl. 18",On the Lepidoptera collected in Socotra by Prof. I. B. Balfour.,1881,,,https://www.biodiversitylibrary.org/page/30759304,
Joannis J. de,2882,"Joannis J. de, 1911a, Observations sur les moeurs de quelques Noctuidae [Acontianae] et description d'une espèce nouvelle (Lep.). vol 16 issue 6 pages 116–119",Observations sur les moeurs de quelques Noctuidae [Acontianae] et description d'une espèce nouvelle (Lep.).,1911,,,https://www.biodiversitylibrary.org/page/8242314,
Walker F.,2883,"Walker F., 1863e, Catalogue of the heterocerous lepidopterous insects collected at Sarawak, in Borneo, by Mr. A. R. Wallace, with descriptions of new species. vol 7 issue 1 pages 49–84","Catalogue of the heterocerous lepidopterous insects collected at Sarawak, in Borneo, by Mr. A. R. Wallace, with descriptions of new species.",1863,,,https://www.biodiversitylibrary.org/page/8580905,
Frauenfeld G.,2885,"Frauenfeld G., 1867, Ueber einen Zerstörer der Baumwollkapseln in Egypten. vol 17 issue  pages 785–792",Ueber einen Zerstörer der Baumwollkapseln in Egypten.,1867,,,https://www.biodiversitylibrary.org/page/26725274,
Snellen P. C. T.,2886,"Snellen P. C. T., 1879, Lepidoptera van Celebes verzameld door Mr. M. C. Piepers, met aanteekeningen en beschrijving der nieuwe soorten. vol 22 issue  pages 61–126, pls 6–10","Lepidoptera van Celebes verzameld door Mr. M. C. Piepers, met aanteekeningen en beschrijving der nieuwe soorten.",1879,,,https://www.biodiversitylibrary.org/page/10840469,
Hopffer H. C.,2887,"Hopffer H. C., 1855, Diagnosen der von Peters aus Mossambique mitgebrachten Lepidoptera. vol 1855 issue  pages 639–643",Diagnosen der von Peters aus Mossambique mitgebrachten Lepidoptera.,1855,,,https://www.biodiversitylibrary.org/page/11070833,
Zeller P. C.,2888,"Zeller P. C., 1863a, Zwölf amerikanische Nachtfalter. vol 24 issue  pages 136–155; pl. 2",Zwölf amerikanische Nachtfalter.,1863,,,https://www.biodiversitylibrary.org/page/35949949,
Meyrick E.,2889,"Meyrick E., 1902b, Three new Lepidoptera from Aden. vol 38 issue  pages 175–176",Three new Lepidoptera from Aden.,1902,,,https://www.biodiversitylibrary.org/page/9262693,
Lucas H.,2890,"Lucas H., 1872, Description de quelques lépidoptères appartenant aux genres Charaxes et Cyligramma et provenant du voyage de M. Alf. Grandidier à Madagascar. vol (5)15 issue 22 pages 1–4",Description de quelques lépidoptères appartenant aux genres Charaxes et Cyligramma et provenant du voyage de M. Alf. Grandidier à Madagascar.,1872,,,https://www.biodiversitylibrary.org/page/33053290,
Joannis J. de,2891,"Joannis J. de, 1912a, Description de trois espèces nouvelles de Catocalinae (Lep. Noctuidae). vol 17 issue 15 pages 331–336",Description de trois espèces nouvelles de Catocalinae (Lep. Noctuidae).,1912,,,https://www.biodiversitylibrary.org/page/9212739,
Druce H.,2892,"Druce H., 1912a, Descriptions of seven new species of Heterocera belonging to the subfamily Ophiusinae. vol (8) 9 issue 53 pages 552–554",Descriptions of seven new species of Heterocera belonging to the subfamily Ophiusinae.,1912,,,https://www.biodiversitylibrary.org/page/18639309,
Saalmüller M.,2893,"Saalmüller M., 1879a, Diagnose d'un lépidoptère nouveau du groupe des Ophiusides. vol 2 issue  pages 297",Diagnose d'un lépidoptère nouveau du groupe des Ophiusides.,1879,,,https://www.biodiversitylibrary.org/page/12392847,
Hering E. M.,2894,"Hering E. M., 1954a, Deux nouveaux Limacodidae du Centre de Madagascar. vol (E) 5 issue  pages 63–65",Deux nouveaux Limacodidae du Centre de Madagascar.,1954,,,,
Aarvik L.,2895,"Aarvik L., 2010, Review of East African Cochylini (Lepidoptera, Tortricidae) with description of new species. vol 57 issue  pages 81–108","Review of East African Cochylini (Lepidoptera, Tortricidae) with description of new species.",2010,,,,
Clarke J. F. G.,2896,"Clarke J. F. G., 1963, Catalogue of the type specimens of Microlepidoptera in the British Museum (Natural History), described by Edward Meyrick. Carposinidae, Chlidanotidae, Oecophoridae, Blastobasidae, Momphidae, Epermeniidae, Strepsimanidae, Physoptilidae. vol 4 issue  pages 1–521, pls 1–252","Catalogue of the type specimens of Microlepidoptera in the British Museum (Natural History), described by Edward Meyrick. Carposinidae, Chlidanotidae, Oecophoridae, Blastobasidae, Momphidae, Epermeniidae, Strepsimanidae, Physoptilidae.",1963,,,https://www.biodiversitylibrary.org/page/42771615,
Razowski J.,2897,"Razowski J., 1970, Cochylidae. – In: Amsel, H.-G., Gregor, F., Reisser, H. (Eds.). Microlepidoptera Palaearctica. vol 3 issue  pages i–iv, 1–528, pls. 1–161","Cochylidae. – In: Amsel, H.-G., Gregor, F., Reisser, H. (Eds.). Microlepidoptera Palaearctica.",1970,,,,
Snellen P. C. T.,2898,"Snellen P. C. T., 1902, Aanteekeningen over eenige soorten van het genus Grammodes Guenée met beschrijving van drie nieuwe. vol 45 issue  pages 87–94, pl. 8",Aanteekeningen over eenige soorten van het genus Grammodes Guenée met beschrijving van drie nieuwe.,1902,,,https://www.biodiversitylibrary.org/page/10842863,
Habich O.,2899,"Habich O., 1905, Beschreibung einer neuen Noctuidae aus Haifa. vol 55 issue  pages 21",Beschreibung einer neuen Noctuidae aus Haifa.,1905,,,https://www.biodiversitylibrary.org/page/13377157,
Schultze W.,2900,"Schultze W., 1907, New Lepidoptera of the Philippine Islands. vol 2 issue 3 pages 361–375",New Lepidoptera of the Philippine Islands.,1907,,,https://www.biodiversitylibrary.org/page/34803667,
Robinson G. S.,2901,"Robinson G. S., 2009, Biology, distribution and diversity of tineid moths. vol  issue  pages 1–143, pls 1–16","Biology, distribution and diversity of tineid moths.",2009,,,,
Legrand H.,2902,"Legrand H., 1957, Une nouvelle Pyrale des îles Séchelles (Lep. Pyraustidae). vol 62 issue 5–6 pages 149–150",Une nouvelle Pyrale des îles Séchelles (Lep. Pyraustidae).,1957,,,https://www.persee.fr/doc/bsef_0037-928x_1957_num_62_5_20355,
Legrand H.,2903,"Legrand H., 1958, Nouveaux Lépidoptères des îles Séchelles et Cosmoledo. vol 63 issue 5–6 pages 142–146",Nouveaux Lépidoptères des îles Séchelles et Cosmoledo.,1958,,,https://www.persee.fr/doc/bsef_0037-928x_1958_num_63_5_20417,
Legrand H.,2904,"Legrand H., 1971, Notes sur les Geometridae des Seychelles et d'Aldabra (Lep.). vol 76 issue 3–4 pages 81–82",Notes sur les Geometridae des Seychelles et d'Aldabra (Lep.).,1971,,,https://www.persee.fr/doc/bsef_0037-928x_1971_num_76_3_21183,
Adamski D.,2905,"Adamski D., 1995, Review of the Blastobasidae of the Republic of the Seychelles (Lepidoptera: Gelechioidea). vol 97 issue 3 pages 489–499",Review of the Blastobasidae of the Republic of the Seychelles (Lepidoptera: Gelechioidea).,1995,,,,
Berio E.,2906,"Berio E., 1959a, Descrizione di tre specie nuove di Noctuidae provenienti dell'isola di Aldabra e de Nairobi (Kenya). vol 89 issue 1–2 pages 11–12",Descrizione di tre specie nuove di Noctuidae provenienti dell'isola di Aldabra e de Nairobi (Kenya).,1959,,,,
Berio E.,2907,"Berio E., 1962b, Diagnosi di alcune Noctuidae delle isole Seicelle e Aldabra. vol 73 issue  pages 172–180",Diagnosi di alcune Noctuidae delle isole Seicelle e Aldabra.,1962,,,https://www.biodiversitylibrary.org/page/34921210,
Błeszyński S.,2908,"Błeszyński S., 1970b, New genera and species of tropical Crambiinae (Studies on the Crambinae, Lepidoptera, Pyralidae, part 48). vol 113 issue 1 pages 1–26","New genera and species of tropical Crambiinae (Studies on the Crambinae, Lepidoptera, Pyralidae, part 48).",1970,,,https://www.biodiversitylibrary.org/page/28193505,
Bourgogne J.,2909,"Bourgogne J., 1963, Sur deux Psychidae exotiques, dont une espèce nuisible au caféier (Lep.). vol 68 issue 9–10 pages 260–263","Sur deux Psychidae exotiques, dont une espèce nuisible au caféier (Lep.).",1963,,,https://www.persee.fr/doc/bsef_0037-928x_1963_num_68_9_20733,
Brown E. S. & Dewhurst C. F.,2910,"Brown E. S. & Dewhurst C. F., 1975, The genus Spodoptera (Lepidoptera, Noctuidae) in Africa and the Near East. vol 65 issue  pages 221–262","The genus Spodoptera (Lepidoptera, Noctuidae) in Africa and the Near East.",1975,,,,
Desegaulx de Nolet A.,2911,"Desegaulx de Nolet A., 1984, Lépidoptères Rhopalocères, Arctiidae, Sphingidae de l'Océan Indien: Comores, Mascareignes, Seychelles. vol  issue  pages i–viii, 1–81, pls 10","Lépidoptères Rhopalocères, Arctiidae, Sphingidae de l'Océan Indien: Comores, Mascareignes, Seychelles.",1984,,,,
Diakonoff A.,2912,"Diakonoff A., 1983d, A new species of Stathmopoda Herrich-Schäffer from the Seychelles Islands (Lepdioptera: Stathmopodidae). vol 43 issue 8 pages 117–118",A new species of Stathmopoda Herrich-Schäffer from the Seychelles Islands (Lepdioptera: Stathmopodidae).,1983,,,,
Floater G. J.,2913,"Floater G. J., 1993, Lepidoptera on endemic plants of the Seychelles. vol 105 issue 11–12 pages 255–256",Lepidoptera on endemic plants of the Seychelles.,1993,,,https://www.biodiversitylibrary.org/page/29829976,
Floater G. J.,2914,"Floater G. J., 1995, Seed predation and flower visiting by Epicroesa sp. (Lepidoptera: Heliodinidae) on a rare Seychelles tree. vol 3 issue  pages 31–37",Seed predation and flower visiting by Epicroesa sp. (Lepidoptera: Heliodinidae) on a rare Seychelles tree.,1995,,,,
Frith D. W.,2915,"Frith D. W., 1979, A list of insects caught in light traps on West Island, Aldabra Atoll, Indian Ocean. vol 225 issue  pages 1–12","A list of insects caught in light traps on West Island, Aldabra Atoll, Indian Ocean.",1979,,,https://repository.si.edu/bitstream/handle/10088/4950/00225.pdf?sequence=1&isAllowed=y,
Gerlach J.,2916,"Gerlach J., 2000, The rediscovery of the Seychelles hummingbird hawkmoth Macroglossum alluaudi Joannis, 1893 (Lepidoptera, Sphingidae). vol 8 issue  pages 79–80","The rediscovery of the Seychelles hummingbird hawkmoth Macroglossum alluaudi Joannis, 1893 (Lepidoptera, Sphingidae).",2000,,,,
"Gerlach J., Matyot P. & Saaristo M.",2917,"Gerlach J., Matyot P. & Saaristo M., 1997, Silhouette species list. vol 5 issue Suppl. A pages 1–32",Silhouette species list.,1997,,,,
Hampson G. F.,2918,"Hampson G. F., 1919b, Descriptions of new Pyralidae of the subfamilies Crambinae and Siginae. vol (9) 3 issue 15 pages 275–292; (17): 437–457; (18): 533–547",Descriptions of new Pyralidae of the subfamilies Crambinae and Siginae.,1919,,,https://www.biodiversitylibrary.org/page/18637582,
Häuser C. L. & Boppré M.,2919,"Häuser C. L. & Boppré M., 1997, A revision of the Afrotropical taxa of the genus Amerila Walker (Lepidoptera: Arctiidae). vol 22 issue  pages 1–44",A revision of the Afrotropical taxa of the genus Amerila Walker (Lepidoptera: Arctiidae).,1997,,,,
Herbulot C.,2920,"Herbulot C., 1964a, Nouveaux Geometridae d'Aldabra. vol 62 issue 3–6 pages 31–33",Nouveaux Geometridae d'Aldabra.,1964,,,,
Hill M. & Matyot P.,2921,"Hill M. & Matyot P., 2003, The dot underwing Eudocima materna (Linnaeus, 1767) (Lepidoptera, Noctuidae) in Seychelles. vol 11 issue  pages 86–87","The dot underwing Eudocima materna (Linnaeus, 1767) (Lepidoptera, Noctuidae) in Seychelles.",2003,,,,
Joannis J. de,2923,"Joannis J. de, 1894, Mission scientifique de Ch. Alluaud des îles Seychelles. vol 63 issue  pages 425–438, pl. 15",Mission scientifique de Ch. Alluaud des îles Seychelles.,1894,,,https://www.biodiversitylibrary.org/page/34018629,
Joannis J. de,2924,"Joannis J. de, 1899, Note sur quelques Lépidoptères des îles Séchelles. vol 4 issue 11 pages 197–199",Note sur quelques Lépidoptères des îles Séchelles.,1899,,,https://www.persee.fr/doc/bsef_0037-928x_1899_num_4_11_22377,
Joicey J. J. & Talbot G.,2925,"Joicey J. J. & Talbot G., 1921a, New forms of Sphingidae. vol 54 issue 696 pages 105–109",New forms of Sphingidae.,1921,,,https://www.biodiversitylibrary.org/page/12120016,
Kasy F.,2926,"Kasy F., 1969a, Vorläufige Revision der Gattung Ascalenia Wocke (Lepidoptera, Walshiidae). vol 73 issue  pages 339–379","Vorläufige Revision der Gattung Ascalenia Wocke (Lepidoptera, Walshiidae).",1969,,,,
Lionnet J. F. G.,2927,"Lionnet J. F. G., 1970, Notes on the Lepidoptera of Astove Atoll. vol 136 issue  pages 113–114",Notes on the Lepidoptera of Astove Atoll.,1970,,,,
Joannis J. de,2969,"Joannis J. de, 1910b, Description de trois nouvelles espèces de Timora (Lep. Noctuidae). vol 79 issue 10 pages 223–226",Description de trois nouvelles espèces de Timora (Lep. Noctuidae).,1910,,,https://www.biodiversitylibrary.org/page/10013966,
Lionnet J. F. G.,2928,"Lionnet J. F. G., 1984, Lepidoptera of the Seychelles. – In: Stoddart, D. R. (Ed.) Biogeography and ecology of the Seychelles Islands. vol  issue  pages Chapter pagination: 259–265","Lepidoptera of the Seychelles. – In: Stoddart, D. R. (Ed.) Biogeography and ecology of the Seychelles Islands.",1984,,,,
Matyot P.,2929,"Matyot P., 1997, Two additions to the insect fauna of Seychelles. vol 5 issue  pages 72–73",Two additions to the insect fauna of Seychelles.,1997,,,,
Matyot P.,2930,"Matyot P., 2002, Observations on some rail/insect interactions on Aldabra. vol 43 issue  pages 14–15",Observations on some rail/insect interactions on Aldabra.,2002,,,,
Orhant G. E. R. J.,2931,"Orhant G. E. R. J., 2001, Progonia matilei n. sp., espèce distincte de P. oileusalis (Walker) (Lepidoptera, Noctuidae, Herminiinae). vol 23 issue 1 pages 124–126","Progonia matilei n. sp., espèce distincte de P. oileusalis (Walker) (Lepidoptera, Noctuidae, Herminiinae).",2001,,,,
"Robinson G. S., Ackery P. R., Kitching I. J., Beccaloni G. W. & Hernández L. M.",2932,"Robinson G. S., Ackery P. R., Kitching I. J., Beccaloni G. W. & Hernández L. M., 2002, Hostplants of the moth and butterfly caterpillars of America north of Mexico. vol 69 issue  pages 1–824",Hostplants of the moth and butterfly caterpillars of America north of Mexico.,2002,,,,
Schaffer J. C.,2933,"Schaffer J. C., 1990, Pyralidae of Aldabra Atoll. 1. Peoriinae. vol 1 issue  pages 21–24",Pyralidae of Aldabra Atoll. 1. Peoriinae.,1990,,,,
Schaffer J. C.,2934,"Schaffer J. C., 1997, A preliminary revision and cladistic analysis of the Ethiopian species of Ematheudes (Lepidoptera: Pyralidae: Phycitinae: Peoriini). vol 28 issue  pages 403–444",A preliminary revision and cladistic analysis of the Ethiopian species of Ematheudes (Lepidoptera: Pyralidae: Phycitinae: Peoriini).,1997,,,,
Schaffer J. C. & Solis M. A.,2935,"Schaffer J. C. & Solis M. A., 1994, Pyralidae of Aldabra Atoll. 2. Epipaschiinae Lepipaschia gen. n., with a new species from Aldabra and another from Burkina Faso, West Africa. vol 25 issue  pages 311–320","Pyralidae of Aldabra Atoll. 2. Epipaschiinae Lepipaschia gen. n., with a new species from Aldabra and another from Burkina Faso, West Africa.",1994,,,,
Whalley P. E. S.,2937,"Whalley P. E. S., 1963a, A revision of the world species of the genus Endotricha Zeller (Lepidoptera: Pyralidae). vol 13 issue 11 pages 395–454, pls 1–37",A revision of the world species of the genus Endotricha Zeller (Lepidoptera: Pyralidae).,1963,,,https://www.biodiversitylibrary.org/page/32955489,
Karsch F.,2938,"Karsch F., 1896d, Die äthiopischen Limakodiden des Berliner Museums. vol 22 issue 17–18 pages 261–285",Die äthiopischen Limakodiden des Berliner Museums.,1896,,,https://www.biodiversitylibrary.org/page/11425257,
Ghesquière J.,2939,"Ghesquière J., 1942a, Lépidoptères Microlépidoptères (deuxième partie). vol (3) 7 issue  pages 121–240",Lépidoptères Microlépidoptères (deuxième partie).,1942,,,,
Snellen P. C. T.,2940,"Snellen P. C. T., 1895, Aanteekeningen over Pyraliden. vol 38 issue  pages 103–160",Aanteekeningen over Pyraliden.,1895,,,https://www.biodiversitylibrary.org/page/10845365,
Whalley P. E. S.,2941,"Whalley P. E. S., 1961a, A change in status and a redefinition of the subfamily Endotrichiinae (Lep. Pyralidae), with the description of a new genus. vol (13) 3 (1960) issue 36 pages 733–736","A change in status and a redefinition of the subfamily Endotrichiinae (Lep. Pyralidae), with the description of a new genus.",1961,,,,
Whalley P. E. S.,2942,"Whalley P. E. S., 1961b, A revision of two species complexes in the Pyraustinae (Lepidoptera, Pyralidae). 1. Cotachena histricalis Walker 2. Syngamia floridalis Zeller. vol 10 issue 3 pages 97–111, pls 3–4","A revision of two species complexes in the Pyraustinae (Lepidoptera, Pyralidae). 1. Cotachena histricalis Walker 2. Syngamia floridalis Zeller.",1961,,,https://www.biodiversitylibrary.org/page/2242220,
